event_id,timestamp,language_pair,ai_model_version,ai_model_provider,customer_tier,traffic_volume,content_type,sentence_length_words,latency_ms,user_edit_distance,quality_score
2979,2026-06-06,en-el,v2,OpenAI,premium,medium,marketing,14,333,0.4215,0.5115
2980,2026-06-06,en-de,v2,Internal,enterprise,medium,marketing,18,451,0.1528,0.791
2981,2026-06-06,en-it,v2,Internal,free,low,support_ticket,33,352,0.0662,0.9461
2982,2026-06-06,en-fr,v2,OpenAI,premium,medium,support_ticket,21,502,0.0709,0.9218
2983,2026-06-06,en-es,v2,Internal,premium,high,marketing,17,348,0.1321,0.8735
2984,2026-06-06,en-es,v2,OpenAI,free,high,support_ticket,20,386,0.01,0.9812
2985,2026-06-06,en-el,v2,OpenAI,enterprise,medium,marketing,20,235,0.3466,0.6559
2986,2026-06-06,en-fr,v2,OpenAI,premium,medium,marketing,11,461,0.1416,0.8929
2987,2026-06-06,en-it,v2,OpenAI,free,medium,support_ticket,21,232,0.0357,0.9448
2988,2026-06-06,en-es,v2,Internal,premium,low,marketing,18,341,0.1272,0.899
2989,2026-06-06,en-de,v2,Gemini,premium,medium,legal,38,330,0.2786,0.7255
2990,2026-06-06,en-zh,v2,OpenAI,premium,medium,documentation,27,424,0.6379,0.3863
2991,2026-06-06,en-ja,v2,OpenAI,free,medium,documentation,57,359,0.8964,0.0895
2992,2026-06-06,en-pt,v2,Internal,free,medium,support_ticket,40,346,0.0582,0.9615
2993,2026-06-06,en-ja,v2,OpenAI,enterprise,medium,documentation,38,301,0.95,0.05
2994,2026-06-07,en-de,v2,OpenAI,free,medium,legal,65,303,0.4417,0.5793
2995,2026-06-07,en-el,v2,Gemini,premium,medium,marketing,26,274,0.4135,0.5212
2996,2026-06-07,en-zh,v2,Gemini,free,high,marketing,24,361,0.8293,0.1993
2997,2026-06-07,en-de,v2,OpenAI,free,medium,legal,37,326,0.433,0.5781
2998,2026-06-07,en-it,v2,OpenAI,enterprise,low,support_ticket,16,347,0.0642,0.9881
2999,2026-06-07,en-ja,v2,Gemini,free,medium,marketing,19,330,0.9273,0.05
3000,2026-06-07,en-it,v2,Internal,premium,medium,documentation,28,341,0.1012,0.866
3001,2026-06-07,en-es,v2,Gemini,premium,medium,marketing,15,343,0.0664,0.9419
3002,2026-06-07,en-el,v2,Internal,premium,low,documentation,62,439,0.3652,0.6485
3003,2026-06-07,en-fr,v2,Internal,premium,high,marketing,17,396,0.1818,0.8323
3004,2026-06-07,en-el,v2,Internal,premium,medium,marketing,16,434,0.2994,0.7109
3005,2026-06-07,en-el,v2,OpenAI,premium,high,documentation,38,316,0.2791,0.7281
3006,2026-06-07,en-ja,v2,Gemini,enterprise,high,support_ticket,21,463,0.7862,0.2037
3007,2026-06-07,en-it,v2,Internal,premium,low,legal,40,460,0.2397,0.7743
3008,2026-06-07,en-it,v2,Gemini,free,medium,support_ticket,23,353,0.084,0.8818
3009,2026-06-07,en-es,v2,Internal,free,medium,marketing,15,394,0.1273,0.9726
3010,2026-06-07,en-es,v2,Gemini,premium,medium,legal,48,380,0.2143,0.8197
3011,2026-06-07,en-zh,v2,Internal,free,high,marketing,24,341,0.8378,0.1931
3012,2026-06-07,en-fr,v2,Internal,premium,medium,support_ticket,22,356,0.0515,0.9452
3013,2026-06-07,en-el,v2,Internal,premium,high,marketing,19,362,0.3632,0.6783
3014,2026-06-07,en-fr,v2,Gemini,free,medium,support_ticket,18,428,0.0703,0.9394
3015,2026-06-07,en-zh,v2,OpenAI,free,high,marketing,13,470,0.7207,0.2578
3016,2026-06-07,en-de,v2,OpenAI,free,medium,marketing,12,317,0.3141,0.6693
3017,2026-06-07,en-it,v2,Internal,enterprise,high,legal,44,420,0.2805,0.7023
3018,2026-06-07,en-el,v2,Internal,enterprise,high,documentation,36,316,0.2586,0.7224
3019,2026-06-07,en-el,v2,Gemini,free,high,documentation,42,395,0.3485,0.6853
3020,2026-06-07,en-it,v2,OpenAI,premium,medium,documentation,24,416,0.1277,0.8929
3021,2026-06-07,en-ja,v2,Internal,free,medium,documentation,28,313,0.9407,0.05
3022,2026-06-07,en-ja,v2,Internal,premium,low,marketing,10,423,0.9194,0.1262
3023,2026-06-07,en-el,v2,Gemini,premium,medium,marketing,24,306,0.3668,0.5696
3024,2026-06-07,en-de,v2,OpenAI,enterprise,low,legal,36,463,0.286,0.6874
3025,2026-06-07,en-ja,v2,Internal,enterprise,medium,support_ticket,30,370,0.8389,0.2104
3026,2026-06-07,en-es,v2,Gemini,enterprise,high,documentation,33,379,0.1382,0.868
3027,2026-06-07,en-el,v2,OpenAI,premium,medium,support_ticket,10,315,0.2381,0.7841
3028,2026-06-07,en-de,v2,OpenAI,free,high,documentation,31,446,0.1208,0.8304
3029,2026-06-07,en-ja,v2,OpenAI,free,medium,support_ticket,24,397,0.832,0.19
3030,2026-06-07,en-fr,v2,Internal,enterprise,high,marketing,21,328,0.1337,0.8647
3031,2026-06-07,en-ja,v2,OpenAI,premium,high,documentation,45,438,0.8935,0.0935
3032,2026-06-07,en-fr,v2,Gemini,premium,low,support_ticket,18,425,0.01,1.0
3033,2026-06-07,en-fr,v2,OpenAI,free,high,documentation,32,320,0.0876,0.868
3034,2026-06-07,en-fr,v2,OpenAI,free,low,legal,46,426,0.2125,0.8189
3035,2026-06-08,en-ja,v2,Internal,premium,medium,legal,26,360,0.95,0.065
3036,2026-06-08,en-pt,v2,Internal,premium,low,marketing,17,383,0.1282,0.8858
3037,2026-06-08,en-ja,v2,Internal,enterprise,low,marketing,20,480,0.95,0.05
3038,2026-06-08,en-es,v2,Gemini,free,medium,support_ticket,25,289,0.01,1.0
3039,2026-06-08,en-es,v2,OpenAI,premium,medium,marketing,16,332,0.0246,0.9629
3040,2026-06-08,en-ja,v2,Internal,free,medium,support_ticket,29,336,0.8232,0.189
3041,2026-06-08,en-de,v2,OpenAI,premium,medium,legal,75,274,0.3993,0.5793
3042,2026-06-08,en-fr,v2,Internal,enterprise,low,legal,36,388,0.1634,0.8352
3043,2026-06-08,en-it,v2,Gemini,free,medium,support_ticket,17,347,0.0852,0.866
3044,2026-06-08,en-fr,v2,Internal,premium,medium,marketing,16,301,0.2013,0.8417
3045,2026-06-08,en-de,v2,Internal,free,low,legal,36,319,0.3134,0.7455
3046,2026-06-08,en-fr,v2,Internal,premium,medium,support_ticket,20,414,0.0587,0.9443
3047,2026-06-08,en-de,v2,Gemini,free,low,support_ticket,23,389,0.1469,0.8189
3048,2026-06-08,en-zh,v2,Internal,premium,medium,legal,76,441,0.8926,0.1142
3049,2026-06-08,en-el,v2,Internal,premium,medium,marketing,13,429,0.2948,0.7186
3050,2026-06-08,en-fr,v2,Gemini,premium,high,support_ticket,16,347,0.0273,1.0
3051,2026-06-08,en-zh,v2,Gemini,premium,medium,marketing,30,455,0.7735,0.2023
3052,2026-06-08,en-es,v2,OpenAI,enterprise,low,documentation,25,357,0.05,0.9081
3053,2026-06-08,en-pt,v2,Gemini,free,medium,marketing,21,355,0.0779,0.9499
3054,2026-06-08,en-ja,v2,Internal,premium,medium,support_ticket,24,315,0.7611,0.1962
3055,2026-06-08,en-el,v2,OpenAI,enterprise,medium,marketing,19,400,0.3177,0.7134
3056,2026-06-08,en-el,v2,OpenAI,free,low,marketing,17,362,0.2434,0.7304
3057,2026-06-08,en-pt,v2,Gemini,free,low,legal,62,350,0.2665,0.7148
3058,2026-06-08,en-es,v2,Gemini,premium,medium,support_ticket,36,215,0.0663,0.9362
3059,2026-06-08,en-fr,v2,Gemini,free,high,documentation,37,295,0.1371,0.8447
3060,2026-06-08,en-es,v2,Gemini,free,medium,legal,40,364,0.1361,0.8968
3061,2026-06-08,en-zh,v2,Internal,free,high,support_ticket,17,377,0.5597,0.4057
3062,2026-06-08,en-fr,v2,Internal,enterprise,medium,legal,54,492,0.2729,0.7742
3063,2026-06-08,en-es,v2,Internal,premium,medium,documentation,35,341,0.0452,0.9384
3064,2026-06-08,en-it,v2,Gemini,free,high,marketing,13,434,0.1251,0.8491
3065,2026-06-08,en-fr,v2,OpenAI,free,high,marketing,24,314,0.0968,0.8963
3066,2026-06-08,en-zh,v2,OpenAI,enterprise,medium,documentation,27,361,0.6833,0.2922
3067,2026-06-08,en-ja,v2,OpenAI,free,medium,support_ticket,19,511,0.8858,0.1166
3068,2026-06-08,en-de,v2,Internal,premium,medium,support_ticket,30,377,0.2283,0.7572
3069,2026-06-08,en-es,v2,Gemini,free,medium,documentation,66,328,0.0868,0.9388
3070,2026-06-08,en-es,v2,Internal,free,medium,legal,55,378,0.282,0.6902
3071,2026-06-08,en-it,v2,Gemini,enterprise,low,support_ticket,18,474,0.066,0.9439
3072,2026-06-08,en-pt,v2,Gemini,premium,high,marketing,15,401,0.0308,0.9376
3073,2026-06-08,en-zh,v2,Gemini,free,low,support_ticket,27,350,0.6798,0.354
3074,2026-06-08,en-zh,v2,OpenAI,free,low,documentation,50,351,0.8026,0.2337
3075,2026-06-08,en-ja,v2,Internal,premium,low,documentation,23,376,0.8976,0.0894
3076,2026-06-08,en-ja,v2,Internal,enterprise,high,support_ticket,23,390,0.9169,0.1187
3077,2026-06-08,en-el,v2,Gemini,free,high,legal,62,443,0.5154,0.4988
3078,2026-06-08,en-de,v2,Internal,enterprise,medium,support_ticket,23,313,0.1596,0.7822
3079,2026-06-08,en-de,v2,Internal,enterprise,low,marketing,20,347,0.2038,0.7987
3080,2026-06-09,en-el,v2,OpenAI,free,medium,documentation,22,337,0.2647,0.739
3081,2026-06-09,en-pt,v2,Internal,premium,high,documentation,48,446,0.1081,0.9034
3082,2026-06-09,en-fr,v2,OpenAI,enterprise,medium,documentation,39,500,0.0712,0.9257
3083,2026-06-09,en-es,v2,OpenAI,free,medium,support_ticket,22,479,0.01,0.9862
3084,2026-06-09,en-pt,v2,OpenAI,free,low,support_ticket,14,387,0.01,0.9831
3085,2026-06-09,en-zh,v2,Gemini,free,medium,marketing,15,318,0.7772,0.2046
3086,2026-06-09,en-fr,v2,OpenAI,free,high,documentation,24,501,0.0641,0.9529
3087,2026-06-09,en-de,v2,Internal,free,medium,marketing,14,311,0.326,0.6834
3088,2026-06-09,en-zh,v2,Internal,enterprise,medium,documentation,45,554,0.7213,0.2954
3089,2026-06-09,en-it,v2,Gemini,enterprise,low,marketing,21,432,0.196,0.7786
3090,2026-06-09,en-it,v2,OpenAI,free,low,support_ticket,22,368,0.0404,0.894
3091,2026-06-09,en-de,v2,Gemini,free,medium,legal,47,409,0.3485,0.5992
3092,2026-06-09,en-pt,v2,OpenAI,free,high,marketing,21,404,0.1602,0.8329
3093,2026-06-09,en-zh,v2,Internal,free,low,legal,97,416,0.95,0.0652
3094,2026-06-09,en-pt,v2,Internal,free,medium,marketing,19,462,0.0982,0.8423
3095,2026-06-09,en-es,v2,OpenAI,enterprise,medium,marketing,25,441,0.1076,0.8886
3096,2026-06-09,en-el,v2,OpenAI,free,high,support_ticket,12,391,0.2169,0.7845
3097,2026-06-09,en-zh,v2,OpenAI,premium,high,marketing,42,362,0.8588,0.1578
3098,2026-06-09,en-ja,v2,OpenAI,free,medium,documentation,39,397,0.9351,0.0851
3099,2026-06-09,en-it,v2,OpenAI,enterprise,medium,documentation,37,359,0.0436,0.9732
3100,2026-06-09,en-pt,v2,OpenAI,free,medium,documentation,41,366,0.099,0.92
3101,2026-06-09,en-ja,v2,Internal,free,medium,marketing,20,429,0.95,0.0669
3102,2026-06-09,en-it,v2,Gemini,enterprise,medium,documentation,36,336,0.0521,0.9157
3103,2026-06-09,en-zh,v2,OpenAI,enterprise,medium,documentation,25,322,0.695,0.3107
3104,2026-06-09,en-es,v2,Internal,free,low,marketing,10,362,0.1045,0.9021
3105,2026-06-09,en-el,v2,Gemini,free,high,marketing,21,324,0.3483,0.6185
3106,2026-06-09,en-el,v2,Internal,enterprise,medium,documentation,27,278,0.2756,0.7308
3107,2026-06-09,en-zh,v2,OpenAI,free,medium,legal,37,474,0.8835,0.1234
3108,2026-06-09,en-el,v2,OpenAI,free,medium,marketing,11,416,0.2741,0.7168
3109,2026-06-09,en-zh,v2,Internal,free,low,marketing,19,412,0.8136,0.1737
3110,2026-06-09,en-ja,v2,OpenAI,free,low,support_ticket,26,394,0.7726,0.2766
3111,2026-06-09,en-zh,v2,Gemini,enterprise,high,documentation,32,328,0.7789,0.2075
3112,2026-06-09,en-pt,v2,Gemini,free,medium,marketing,8,411,0.039,0.9767
3113,2026-06-09,en-it,v2,OpenAI,free,high,documentation,52,486,0.2102,0.8563
3114,2026-06-09,en-zh,v2,Gemini,premium,medium,legal,33,372,0.8072,0.1332
3115,2026-06-09,en-es,v2,Gemini,enterprise,high,documentation,35,408,0.0735,0.9203
3116,2026-06-09,en-it,v2,Internal,enterprise,low,support_ticket,26,402,0.01,0.9924
3117,2026-06-09,en-zh,v2,OpenAI,free,low,documentation,36,415,0.7006,0.2787
3118,2026-06-09,en-es,v2,Gemini,enterprise,medium,support_ticket,20,468,0.01,0.9313
3119,2026-06-09,en-ja,v2,OpenAI,free,high,legal,54,521,0.95,0.05
3120,2026-06-09,en-pt,v2,Internal,premium,medium,legal,55,426,0.2857,0.7448
3121,2026-06-09,en-zh,v2,OpenAI,enterprise,low,support_ticket,19,348,0.791,0.2235
3122,2026-06-09,en-pt,v2,OpenAI,premium,low,support_ticket,28,460,0.0938,0.9042
3123,2026-06-09,en-fr,v2,OpenAI,free,low,support_ticket,24,466,0.0359,0.9199
3124,2026-06-10,en-it,v2,OpenAI,free,low,legal,49,359,0.2924,0.7191
3125,2026-06-10,en-zh,v2,OpenAI,enterprise,high,legal,75,505,0.95,0.0646
3126,2026-06-10,en-el,v2,Gemini,free,high,marketing,20,309,0.3593,0.6733
3127,2026-06-10,en-zh,v2,Internal,free,high,legal,42,353,0.95,0.05
3128,2026-06-10,en-pt,v2,Internal,premium,low,marketing,15,310,0.1236,0.9021
3129,2026-06-10,en-es,v2,Internal,enterprise,medium,marketing,13,322,0.1691,0.7771
3130,2026-06-10,en-el,v2,Gemini,premium,medium,documentation,46,425,0.2781,0.7247
3131,2026-06-10,en-el,v2,OpenAI,free,high,legal,40,338,0.4047,0.6522
3132,2026-06-10,en-pt,v2,Gemini,free,high,marketing,19,445,0.163,0.8395
3133,2026-06-10,en-de,v2,OpenAI,premium,medium,marketing,9,415,0.1498,0.9166
3134,2026-06-10,en-el,v2,OpenAI,free,medium,support_ticket,16,364,0.2566,0.8216
3135,2026-06-10,en-zh,v2,Gemini,free,high,documentation,48,259,0.7078,0.2877
3136,2026-06-10,en-ja,v2,OpenAI,enterprise,high,support_ticket,31,381,0.8968,0.1082
3137,2026-06-10,en-it,v2,Internal,premium,medium,support_ticket,26,424,0.0487,0.994
3138,2026-06-10,en-zh,v2,OpenAI,free,medium,documentation,37,434,0.8091,0.2156
3139,2026-06-10,en-fr,v2,Gemini,free,high,documentation,63,526,0.0571,0.9554
3140,2026-06-10,en-es,v2,OpenAI,free,medium,marketing,11,400,0.01,0.9885
3141,2026-06-10,en-ja,v2,Internal,free,medium,support_ticket,31,436,0.8356,0.1487
3142,2026-06-10,en-de,v2,Internal,enterprise,low,marketing,12,368,0.1458,0.8833
3143,2026-06-10,en-zh,v2,Internal,free,medium,marketing,12,430,0.7951,0.1942
3144,2026-06-10,en-it,v2,OpenAI,free,medium,support_ticket,34,432,0.0761,0.9122
3145,2026-06-10,en-de,v2,OpenAI,free,low,marketing,19,360,0.2247,0.7415
3146,2026-06-10,en-ja,v2,OpenAI,free,medium,support_ticket,10,507,0.8281,0.1664
3147,2026-06-10,en-el,v2,Internal,free,high,marketing,12,265,0.3494,0.6756
3148,2026-06-10,en-el,v2,Internal,premium,low,documentation,38,359,0.2805,0.715
3149,2026-06-10,en-it,v2,OpenAI,premium,medium,support_ticket,37,380,0.1208,0.9098
3150,2026-06-10,en-de,v2,Gemini,free,high,documentation,30,407,0.156,0.8176
3151,2026-06-10,en-es,v2,Internal,free,medium,legal,30,345,0.115,0.8706
3152,2026-06-10,en-ja,v2,Gemini,premium,medium,documentation,45,312,0.8266,0.19
3153,2026-06-10,en-de,v2,Internal,free,medium,documentation,31,382,0.195,0.8191
3154,2026-06-10,en-es,v2,Gemini,premium,low,marketing,18,415,0.1309,0.8569
3155,2026-06-10,en-es,v2,OpenAI,free,medium,marketing,21,389,0.0523,0.9573
3156,2026-06-10,en-el,v2,OpenAI,free,medium,marketing,15,346,0.3285,0.7021
3157,2026-06-10,en-fr,v2,Gemini,enterprise,medium,documentation,56,297,0.148,0.867
3158,2026-06-10,en-es,v2,OpenAI,premium,high,documentation,34,402,0.0442,0.9455
3159,2026-06-10,en-el,v2,OpenAI,premium,medium,support_ticket,20,416,0.1892,0.814
3160,2026-06-10,en-ja,v2,Internal,enterprise,low,support_ticket,20,279,0.8494,0.165
3161,2026-06-10,en-pt,v2,Internal,enterprise,medium,support_ticket,24,330,0.0343,0.9522
3162,2026-06-11,en-es,v2,Internal,free,high,legal,37,376,0.1114,0.9127
3163,2026-06-11,en-fr,v2,Gemini,premium,low,marketing,19,390,0.1126,0.853
3164,2026-06-11,en-zh,v2,Gemini,free,high,legal,61,366,0.9213,0.1317
3165,2026-06-11,en-de,v2,Gemini,premium,medium,documentation,34,265,0.2088,0.7502
3166,2026-06-11,en-es,v2,OpenAI,premium,medium,documentation,33,344,0.0673,0.9314
3167,2026-06-11,en-it,v2,Internal,free,medium,support_ticket,20,396,0.0483,0.9612
3168,2026-06-11,en-es,v2,OpenAI,enterprise,medium,support_ticket,14,291,0.01,0.9962
3169,2026-06-11,en-es,v2,Gemini,free,high,legal,49,360,0.1047,0.882
3170,2026-06-11,en-de,v2,OpenAI,free,low,documentation,21,471,0.1377,0.8571
3171,2026-06-11,en-fr,v2,Internal,premium,high,support_ticket,14,389,0.1003,0.8477
3172,2026-06-11,en-fr,v2,Gemini,premium,high,legal,115,351,0.3767,0.6241
3173,2026-06-11,en-fr,v2,Gemini,enterprise,low,marketing,16,419,0.1026,0.9281
3174,2026-06-11,en-de,v2,Gemini,premium,medium,documentation,22,447,0.1056,0.8894
3175,2026-06-11,en-ja,v2,Internal,enterprise,medium,documentation,30,444,0.8574,0.1406
3176,2026-06-11,en-ja,v2,OpenAI,enterprise,medium,support_ticket,20,459,0.9274,0.1081
3177,2026-06-11,en-el,v2,Internal,premium,high,documentation,35,452,0.2065,0.7834
3178,2026-06-11,en-el,v2,Internal,enterprise,low,support_ticket,21,537,0.2237,0.7402
3179,2026-06-11,en-fr,v2,OpenAI,enterprise,low,support_ticket,32,409,0.1072,0.8982
3180,2026-06-11,en-pt,v2,Gemini,free,high,documentation,40,427,0.0282,0.9214
3181,2026-06-11,en-de,v2,Gemini,enterprise,medium,support_ticket,13,410,0.0956,0.8903
3182,2026-06-11,en-ja,v2,Gemini,enterprise,high,legal,45,418,0.95,0.0506
3183,2026-06-11,en-zh,v2,Internal,enterprise,medium,marketing,23,255,0.8006,0.1746
3184,2026-06-11,en-fr,v2,Internal,free,high,support_ticket,16,232,0.1841,0.825
3185,2026-06-11,en-el,v2,Internal,premium,medium,support_ticket,19,413,0.2388,0.775
3186,2026-06-11,en-it,v2,Gemini,premium,high,marketing,23,391,0.1346,0.8708
3187,2026-06-11,en-pt,v2,Gemini,premium,medium,documentation,24,463,0.032,0.9719
3188,2026-06-11,en-ja,v2,Gemini,enterprise,medium,support_ticket,24,345,0.9109,0.0914
3189,2026-06-11,en-el,v2,Internal,premium,medium,support_ticket,16,383,0.1571,0.8749
3190,2026-06-11,en-es,v2,Internal,enterprise,medium,documentation,23,478,0.0494,0.9655
3191,2026-06-11,en-el,v2,Gemini,enterprise,high,marketing,18,381,0.3471,0.6386
3192,2026-06-11,en-zh,v2,Gemini,free,high,support_ticket,11,297,0.6307,0.3442
3193,2026-06-11,en-el,v2,OpenAI,premium,medium,support_ticket,14,370,0.2794,0.7009
3194,2026-06-11,en-es,v2,OpenAI,enterprise,low,marketing,8,391,0.059,0.9833
3195,2026-06-11,en-es,v2,Gemini,enterprise,medium,support_ticket,13,311,0.01,1.0
3196,2026-06-11,en-ja,v2,Internal,enterprise,high,documentation,17,444,0.8895,0.1005
3197,2026-06-11,en-ja,v2,Gemini,premium,low,documentation,68,291,0.9302,0.0784
3198,2026-06-11,en-pt,v2,Gemini,free,high,marketing,20,393,0.119,0.8892
3199,2026-06-11,en-zh,v2,Gemini,premium,medium,marketing,23,339,0.8499,0.2222
3200,2026-06-11,en-it,v2,Internal,free,medium,documentation,35,395,0.1343,0.9277
3201,2026-06-11,en-fr,v2,Gemini,premium,high,documentation,41,329,0.1218,0.9115
3202,2026-06-11,en-fr,v2,OpenAI,premium,medium,support_ticket,47,388,0.1388,0.8865
3203,2026-06-11,en-it,v2,OpenAI,free,medium,marketing,17,425,0.1515,0.8702
3204,2026-06-11,en-fr,v2,Internal,premium,low,support_ticket,25,422,0.0999,0.8798
3205,2026-06-11,en-de,v2,Gemini,enterprise,high,support_ticket,35,494,0.192,0.8031
3206,2026-06-11,en-fr,v2,Gemini,premium,low,marketing,10,385,0.0722,0.9057
3207,2026-06-11,en-ja,v2,Internal,premium,high,support_ticket,29,410,0.9046,0.0939
3208,2026-06-11,en-ja,v2,Internal,free,high,documentation,33,382,0.9079,0.0989
3209,2026-06-11,en-el,v2,Gemini,free,medium,support_ticket,26,265,0.2335,0.7372
3210,2026-06-11,en-zh,v2,Internal,free,high,support_ticket,12,423,0.677,0.3296
3211,2026-06-11,en-zh,v2,Gemini,enterprise,medium,support_ticket,19,303,0.7775,0.2694
3212,2026-06-11,en-de,v2,Gemini,free,low,support_ticket,27,428,0.1399,0.8521
3213,2026-06-11,en-zh,v2,Gemini,free,medium,documentation,44,383,0.7899,0.2604
3214,2026-06-11,en-es,v2,Gemini,free,medium,documentation,43,396,0.0494,0.9924
3215,2026-06-11,en-it,v2,Internal,premium,low,documentation,26,493,0.01,0.9637
3216,2026-06-12,en-de,v2,OpenAI,premium,low,support_ticket,19,351,0.174,0.7664
3217,2026-06-12,en-el,v2,Internal,premium,medium,documentation,58,417,0.2714,0.7101
3218,2026-06-12,en-fr,v2,Gemini,enterprise,medium,marketing,20,344,0.1319,0.8441
3219,2026-06-12,en-pt,v2,Gemini,premium,low,marketing,10,453,0.096,0.9424
3220,2026-06-12,en-fr,v2,OpenAI,free,low,legal,32,482,0.2002,0.7676
3221,2026-06-12,en-fr,v2,OpenAI,enterprise,medium,support_ticket,37,463,0.1141,0.8581
3222,2026-06-12,en-fr,v2,Internal,free,medium,marketing,11,388,0.1269,0.8856
3223,2026-06-12,en-pt,v2,Gemini,free,medium,documentation,43,278,0.0765,0.954
3224,2026-06-12,en-es,v2,OpenAI,premium,medium,support_ticket,23,301,0.01,1.0
3225,2026-06-12,en-fr,v2,OpenAI,premium,medium,support_ticket,23,437,0.0259,0.9992
3226,2026-06-12,en-es,v2,Internal,premium,medium,support_ticket,30,415,0.0718,0.9147
3227,2026-06-12,en-zh,v2,Gemini,free,medium,marketing,15,503,0.7497,0.2969
3228,2026-06-12,en-el,v2,OpenAI,free,medium,support_ticket,18,375,0.2206,0.798
3229,2026-06-12,en-it,v2,Gemini,free,low,documentation,35,408,0.035,0.9679
3230,2026-06-12,en-it,v2,Internal,enterprise,medium,support_ticket,40,216,0.1941,0.8206
3231,2026-06-12,en-it,v2,Gemini,premium,medium,legal,29,497,0.2185,0.7443
3232,2026-06-12,en-pt,v2,Gemini,premium,medium,documentation,37,276,0.0639,0.9787
3233,2026-06-12,en-es,v2,OpenAI,premium,high,documentation,49,392,0.1097,0.8997
3234,2026-06-12,en-it,v2,OpenAI,enterprise,medium,legal,37,389,0.1929,0.8492
3235,2026-06-12,en-fr,v2,Internal,premium,medium,support_ticket,26,328,0.0583,0.9396
3236,2026-06-12,en-es,v2,Internal,premium,medium,support_ticket,28,414,0.0699,0.9106
3237,2026-06-12,en-de,v2,Gemini,premium,low,support_ticket,29,454,0.2012,0.8307
3238,2026-06-12,en-el,v2,Gemini,free,low,marketing,15,370,0.3888,0.5953
3239,2026-06-12,en-pt,v2,OpenAI,free,medium,marketing,13,417,0.0595,0.91
3240,2026-06-12,en-ja,v2,Gemini,free,medium,documentation,54,470,0.9382,0.0597
3241,2026-06-12,en-fr,v2,Internal,enterprise,medium,marketing,13,300,0.1224,0.8824
3242,2026-06-12,en-ja,v2,OpenAI,premium,medium,documentation,63,494,0.95,0.0513
3243,2026-06-12,en-zh,v2,Gemini,premium,medium,support_ticket,29,291,0.692,0.2928
3244,2026-06-12,en-es,v2,Internal,enterprise,low,support_ticket,14,327,0.01,1.0
3245,2026-06-12,en-de,v2,OpenAI,premium,medium,marketing,30,408,0.2011,0.807
3246,2026-06-12,en-es,v2,OpenAI,enterprise,high,marketing,24,516,0.1193,0.8687
3247,2026-06-12,en-fr,v2,OpenAI,free,medium,documentation,29,291,0.1046,0.9278
3248,2026-06-12,en-el,v2,Gemini,free,low,documentation,24,544,0.2551,0.8043
3249,2026-06-12,en-zh,v2,Gemini,free,low,support_ticket,34,409,0.6825,0.2983
3250,2026-06-12,en-es,v2,Gemini,free,medium,support_ticket,15,417,0.01,1.0
3251,2026-06-12,en-de,v2,Internal,enterprise,medium,documentation,38,405,0.2019,0.8091
3252,2026-06-12,en-it,v2,Internal,free,medium,support_ticket,21,337,0.0639,0.9554
3253,2026-06-12,en-it,v2,Gemini,free,medium,marketing,25,284,0.0991,0.8561
3254,2026-06-12,en-el,v2,Gemini,premium,high,support_ticket,29,329,0.2251,0.7986
3255,2026-06-12,en-fr,v2,Internal,premium,medium,documentation,40,367,0.1053,0.8956
3256,2026-06-12,en-fr,v2,OpenAI,enterprise,medium,support_ticket,38,330,0.1007,0.8652
3257,2026-06-12,en-it,v2,OpenAI,free,high,documentation,35,458,0.1342,0.8473
3258,2026-06-12,en-es,v2,OpenAI,enterprise,high,documentation,51,218,0.0936,0.8868
3259,2026-06-12,en-it,v2,Gemini,enterprise,medium,support_ticket,18,371,0.0447,0.9342
3260,2026-06-12,en-pt,v2,Gemini,premium,medium,support_ticket,16,339,0.0405,0.9766
3261,2026-06-12,en-pt,v2,OpenAI,premium,high,support_ticket,24,264,0.01,0.972
3262,2026-06-12,en-it,v2,OpenAI,premium,medium,marketing,34,386,0.135,0.8856
3263,2026-06-12,en-it,v2,Internal,premium,high,documentation,31,404,0.1294,0.8872
3264,2026-06-12,en-ja,v2,OpenAI,free,medium,legal,63,244,0.95,0.1048
3265,2026-06-12,en-el,v2,Internal,premium,high,legal,37,349,0.4514,0.5385
3266,2026-06-13,en-zh,v2,OpenAI,enterprise,medium,marketing,22,359,0.774,0.2245
3267,2026-06-13,en-it,v2,Gemini,premium,high,legal,51,374,0.2691,0.7452
3268,2026-06-13,en-ja,v2,Gemini,free,medium,legal,38,346,0.95,0.059
3269,2026-06-13,en-fr,v2,Internal,premium,medium,legal,71,221,0.2935,0.702
3270,2026-06-13,en-pt,v2,Internal,free,low,support_ticket,27,328,0.01,1.0
3271,2026-06-13,en-fr,v2,Internal,enterprise,high,support_ticket,6,412,0.0485,0.9736
3272,2026-06-13,en-es,v2,OpenAI,premium,high,marketing,15,271,0.0695,0.8941
3273,2026-06-13,en-pt,v2,Internal,free,medium,documentation,33,237,0.0384,1.0
3274,2026-06-13,en-ja,v2,Internal,premium,high,documentation,40,347,0.8787,0.1267
3275,2026-06-13,en-pt,v2,Gemini,premium,medium,support_ticket,26,256,0.01,0.9826
3276,2026-06-13,en-ja,v2,Internal,enterprise,medium,marketing,11,352,0.95,0.1206
3277,2026-06-13,en-es,v2,OpenAI,free,medium,marketing,26,274,0.1647,0.861
3278,2026-06-13,en-it,v2,OpenAI,enterprise,medium,support_ticket,30,308,0.0505,0.9721
3279,2026-06-13,en-it,v2,Internal,enterprise,medium,support_ticket,11,434,0.0486,0.9408
