telemetry_id,vessel_name,vessel_type,speed_knots,beaufort_scale,cargo_weight_tons,route_status,timestamp,fuel_consumption_mt
TEL-13595,MV Fleet_12,Bulk Carrier,15.32,7.0,30276,Underway,2026-07-01 03:11:43.203853,13.7
TEL-13596,MV Fleet_06,LNG Carrier,16.3,3.0,5502,Underway,2026-07-01 03:26:43.203853,10.04
TEL-13597,MV Fleet_19,Container,10.24,2.0,17756,Underway,2026-07-01 03:41:43.203853,6.66
TEL-13598,MV Fleet_04,Container,16.21,4.0,19262,Underway,2026-07-01 03:56:43.203853,12.5
TEL-13599,MV Fleet_15,Container,11.88,,15605,Underway,2026-07-01 04:11:43.203853,13.24
TEL-13600,MV Fleet_09,Bulk Carrier,10.95,5.0,45707,Anchored,2026-07-01 04:26:43.203853,10.75
TEL-13601,MV Fleet_05,Container,9.04,9.0,27416,Underway,2026-07-01 04:41:43.203853,14.44
TEL-13602,MV Fleet_13,Bulk Carrier,20.2,7.0,42487,Moored,2026-07-01 04:56:43.203853,15.86
TEL-13603,MV Fleet_18,Tanker,14.84,9.0,45516,Underway,2026-07-01 05:11:43.203853,15.37
TEL-13604,MV Fleet_05,Container,18.03,9.0,32543,Moored,2026-07-01 05:26:43.203853,19.5
TEL-13605,MV Fleet_16,LNG Carrier,19.64,2.0,36280,Underway,2026-07-01 05:41:43.203853,6.24
TEL-13606,MV Fleet_19,Container,18.87,1.0,7870,Underway,2026-07-01 05:56:43.203853,8.71
TEL-13607,MV Fleet_14,Tanker,15.53,4.0,9758,Underway,2026-07-01 06:11:43.203853,9.7
TEL-13608,MV Fleet_16,Tanker,14.21,4.0,43736,Underway,2026-07-01 06:26:43.203853,9.2
TEL-13609,MV Fleet_15,Container,14.02,2.0,16659,Anchored,2026-07-01 06:41:43.203853,7.57
TEL-13610,MV Fleet_04,Tanker,18.24,3.0,45558,Underway,2026-07-01 06:56:43.203853,7.32
TEL-13611,MV Fleet_07,Bulk Carrier,15.92,3.0,14585,Underway,2026-07-01 07:11:43.203853,8.59
TEL-13612,MV Fleet_16,Bulk Carrier,21.59,5.0,32903,Underway,2026-07-01 07:26:43.203853,17.29
TEL-13613,MV Fleet_08,Container,22.0,1.0,42039,Underway,2026-07-01 07:41:43.203853,8.73
TEL-13614,MV Fleet_17,Bulk Carrier,10.73,9.0,9323,Underway,2026-07-01 07:56:43.203853,13.78
TEL-13615,MV Fleet_16,Bulk Carrier,10.18,8.0,31970,Anchored,2026-07-01 08:11:43.203853,13.55
TEL-13616,MV Fleet_10,LNG Carrier,18.09,8.0,39806,Underway,2026-07-01 08:26:43.203853,19.46
TEL-13617,MV Fleet_10,Container,12.82,3.0,10461,Moored,2026-07-01 08:41:43.203853,6.41
TEL-13618,MV Fleet_02,Tanker,8.3,2.0,45831,Moored,2026-07-01 08:56:43.203853,2.15
TEL-13619,MV Fleet_09,Container,22.22,1.0,39030,Anchored,2026-07-01 09:11:43.203853,8.59
TEL-13620,MV Fleet_17,Bulk Carrier,11.63,6.0,10731,Underway,2026-07-01 09:26:43.203853,9.48
TEL-13621,MV Fleet_11,LNG Carrier,22.87,1.0,26500,Underway,2026-07-01 09:41:43.203853,6.3
TEL-13622,MV Fleet_10,Container,19.48,5.0,14903,Underway,2026-07-01 09:56:43.203853,14.86
TEL-13623,MV Fleet_17,Container,20.2,9.0,38117,Moored,2026-07-01 10:11:43.203853,21.7
TEL-13624,MV Fleet_04,Bulk Carrier,11.22,9.0,33602,Moored,2026-07-01 10:26:43.203853,16.57
TEL-13625,MV Fleet_16,Bulk Carrier,11.75,4.0,36174,Underway,2026-07-01 10:41:43.203853,9.98
TEL-13626,MV Fleet_20,Container,16.34,7.0,38208,Underway,2026-07-01 10:56:43.203853,14.51
TEL-13627,MV Fleet_15,Bulk Carrier,10.75,7.0,24192,Anchored,2026-07-01 11:11:43.203853,14.79
TEL-13628,MV Fleet_05,Bulk Carrier,12.89,4.0,18899,Underway,2026-07-01 11:26:43.203853,8.14
TEL-13629,MV Fleet_06,Bulk Carrier,13.14,5.0,23946,Underway,2026-07-01 11:41:43.203853,10.69
TEL-13630,MV Fleet_17,Bulk Carrier,10.55,9.0,8152,Moored,2026-07-01 11:56:43.203853,14.43
TEL-13631,MV Fleet_01,Bulk Carrier,11.28,7.0,30960,Anchored,2026-07-01 12:11:43.203853,10.86
TEL-13632,MV Fleet_19,LNG Carrier,20.62,7.0,15247,Moored,2026-07-01 12:26:43.203853,16.41
TEL-13633,MV Fleet_04,Bulk Carrier,10.68,7.0,35806,Underway,2026-07-01 12:41:43.203853,16.09
TEL-13634,MV Fleet_17,Tanker,8.46,9.0,30573,Underway,2026-07-01 12:56:43.203853,17.31
TEL-13635,MV Fleet_09,Container,18.07,5.0,47382,Underway,2026-07-01 13:11:43.203853,14.14
TEL-13636,MV Fleet_02,LNG Carrier,23.62,6.0,31038,Underway,2026-07-01 13:26:43.203853,17.0
TEL-13637,MV Fleet_08,LNG Carrier,13.3,3.0,32770,Underway,2026-07-01 13:41:43.203853,7.08
TEL-13638,MV Fleet_15,Bulk Carrier,9.9,1.0,11949,Anchored,2026-07-01 13:56:43.203853,6.04
TEL-13639,MV Fleet_07,Container,17.13,2.0,7205,Moored,2026-07-01 14:11:43.203853,8.04
TEL-13640,MV Fleet_06,Tanker,22.5,8.0,22855,Underway,2026-07-01 14:26:43.203853,21.14
TEL-13641,MV Fleet_01,Bulk Carrier,20.54,1.0,24564,Underway,2026-07-01 14:41:43.203853,7.48
TEL-13642,MV Fleet_15,Container,17.96,7.0,18133,Underway,2026-07-01 14:56:43.203853,15.48
TEL-13643,MV Fleet_07,Bulk Carrier,13.04,5.0,23114,Underway,2026-07-01 15:11:43.203853,11.82
TEL-13644,MV Fleet_17,Bulk Carrier,16.67,6.0,37803,Underway,2026-07-01 15:26:43.203853,12.68
TEL-13645,MV Fleet_02,Bulk Carrier,9.46,8.0,34785,Underway,2026-07-01 15:41:43.203853,14.35
TEL-13646,MV Fleet_09,Bulk Carrier,18.86,4.0,43302,Underway,2026-07-01 15:56:43.203853,10.84
TEL-13647,MV Fleet_09,Bulk Carrier,19.6,6.0,28545,Anchored,2026-07-01 16:11:43.203853,16.06
TEL-13648,MV Fleet_13,Bulk Carrier,23.44,3.0,45777,Underway,2026-07-01 16:26:43.203853,11.94
TEL-13649,MV Fleet_06,Bulk Carrier,12.17,7.0,15952,Underway,2026-07-01 16:41:43.203853,15.93
TEL-13650,MV Fleet_06,Tanker,8.3,2.0,7535,Underway,2026-07-01 16:56:43.203853,4.36
TEL-13651,MV Fleet_20,LNG Carrier,16.73,8.0,29721,Underway,2026-07-01 17:11:43.203853,17.97
TEL-13652,MV Fleet_20,Tanker,19.31,7.0,9963,Moored,2026-07-01 17:26:43.203853,16.61
TEL-13653,MV Fleet_03,Bulk Carrier,20.65,8.0,17707,Underway,2026-07-01 17:41:43.203853,18.13
TEL-13654,MV Fleet_17,Bulk Carrier,11.1,2.0,17860,Moored,2026-07-01 17:56:43.203853,6.26
TEL-13655,MV Fleet_17,Tanker,12.19,3.0,19247,Underway,2026-07-01 18:11:43.203853,9.04
TEL-13656,MV Fleet_12,Tanker,16.2,4.0,22410,Underway,2026-07-01 18:26:43.203853,8.38
TEL-13657,MV Fleet_16,LNG Carrier,13.29,9.0,22670,Underway,2026-07-01 18:41:43.203853,16.95
TEL-13658,MV Fleet_15,Tanker,21.77,5.0,24230,Moored,2026-07-01 18:56:43.203853,14.86
TEL-13659,MV Fleet_13,LNG Carrier,15.58,6.0,46280,Underway,2026-07-01 19:11:43.203853,13.57
TEL-13660,MV Fleet_01,Bulk Carrier,20.79,1.0,29158,Underway,2026-07-01 19:26:43.203853,10.49
TEL-13661,MV Fleet_17,Container,17.29,4.0,18887,Underway,2026-07-01 19:41:43.203853,12.31
TEL-13662,MV Fleet_03,Container,20.37,4.0,40061,Underway,2026-07-01 19:56:43.203853,14.45
TEL-13663,MV Fleet_15,Container,13.32,8.0,28810,Underway,2026-07-01 20:11:43.203853,15.66
TEL-13664,MV Fleet_04,Container,21.3,8.0,49124,Moored,2026-07-01 20:26:43.203853,18.6
TEL-13665,MV Fleet_04,Bulk Carrier,12.39,6.0,47786,Moored,2026-07-01 20:41:43.203853,8.25
TEL-13666,MV Fleet_18,Container,16.74,8.0,30358,Underway,2026-07-01 20:56:43.203853,18.94
TEL-13667,MV Fleet_17,Tanker,11.42,9.0,20933,Underway,2026-07-01 21:11:43.203853,12.26
TEL-13668,MV Fleet_19,Tanker,15.61,5.0,35034,Underway,2026-07-01 21:26:43.203853,14.16
TEL-13669,MV Fleet_11,Container,13.09,1.0,6947,Underway,2026-07-01 21:41:43.203853,5.78
TEL-13670,MV Fleet_20,Tanker,12.27,1.0,24715,Underway,2026-07-01 21:56:43.203853,7.29
TEL-13671,MV Fleet_03,LNG Carrier,23.47,2.0,35956,Underway,2026-07-01 22:11:43.203853,11.95
TEL-13672,MV Fleet_08,Bulk Carrier,10.56,2.0,26644,Underway,2026-07-01 22:26:43.203853,5.95
TEL-13673,MV Fleet_14,Container,20.6,5.0,20310,Underway,2026-07-01 22:41:43.203853,14.07
TEL-13674,MV Fleet_01,Container,23.75,7.0,27450,Anchored,2026-07-01 22:56:43.203853,19.34
TEL-13675,MV Fleet_14,Bulk Carrier,8.32,7.0,21303,Underway,2026-07-01 23:11:43.203853,10.88
TEL-13676,MV Fleet_02,Tanker,19.18,4.0,29031,Underway,2026-07-01 23:26:43.203853,11.89
TEL-13677,MV Fleet_04,Bulk Carrier,12.05,4.0,34250,Anchored,2026-07-01 23:41:43.203853,7.48
TEL-13678,MV Fleet_19,Bulk Carrier,8.65,3.0,26853,Underway,2026-07-01 23:56:43.203853,6.14
TEL-13679,MV Fleet_06,Tanker,14.45,2.0,22977,Underway,2026-07-02 00:11:43.203853,6.71
TEL-13680,MV Fleet_01,Bulk Carrier,22.96,3.0,47707,Underway,2026-07-02 00:26:43.203853,12.71
TEL-13681,MV Fleet_17,Tanker,8.19,8.0,19465,Underway,2026-07-02 00:41:43.203853,13.29
TEL-13682,MV Fleet_08,Tanker,17.41,1.0,15225,Underway,2026-07-02 00:56:43.203853,5.72
TEL-13683,MV Fleet_19,Bulk Carrier,16.02,4.0,45472,Underway,2026-07-02 01:11:43.203853,11.31
TEL-13684,MV Fleet_01,LNG Carrier,21.97,7.0,21640,Underway,2026-07-02 01:26:43.203853,18.61
TEL-13685,MV Fleet_05,Tanker,9.34,5.0,36535,Underway,2026-07-02 01:41:43.203853,9.7
TEL-13686,MV Fleet_16,Bulk Carrier,18.9,2.0,44280,Anchored,2026-07-02 01:56:43.203853,7.5
TEL-13687,MV Fleet_06,Tanker,18.88,1.0,7991,Underway,2026-07-02 02:11:43.203853,8.42
TEL-13688,MV Fleet_08,LNG Carrier,18.71,6.0,22801,Anchored,2026-07-02 02:26:43.203853,13.67
TEL-13689,MV Fleet_13,LNG Carrier,23.08,5.0,29144,Anchored,2026-07-02 02:41:43.203853,15.03
TEL-13690,MV Fleet_16,Container,21.17,3.0,12965,Anchored,2026-07-02 02:56:43.203853,11.81
TEL-13691,MV Fleet_03,Tanker,8.67,9.0,18730,Underway,2026-07-02 03:11:43.203853,16.8
TEL-13692,MV Fleet_19,Tanker,15.54,3.0,34553,Underway,2026-07-02 03:26:43.203853,6.93
TEL-13693,MV Fleet_12,Bulk Carrier,14.37,2.0,13301,Underway,2026-07-02 03:41:43.203853,5.23
TEL-13694,MV Fleet_16,Tanker,12.96,5.0,23936,Underway,2026-07-02 03:56:43.203853,7.67
TEL-13695,MV Fleet_11,Container,15.22,9.0,47017,Underway,2026-07-02 04:11:43.203853,18.35
TEL-13696,MV Fleet_10,LNG Carrier,14.15,8.0,19155,Underway,2026-07-02 04:26:43.203853,15.11
TEL-13697,MV Fleet_20,LNG Carrier,14.92,6.0,26117,Underway,2026-07-02 04:41:43.203853,13.59
TEL-13698,MV Fleet_04,Container,23.67,3.0,7042,Underway,2026-07-02 04:56:43.203853,13.68
TEL-13699,MV Fleet_12,Tanker,9.42,6.0,23565,Underway,2026-07-02 05:11:43.203853,11.99
TEL-13700,MV Fleet_02,Tanker,22.76,5.0,42260,Underway,2026-07-02 05:26:43.203853,15.62
TEL-13701,MV Fleet_19,Container,15.68,1.0,41326,Underway,2026-07-02 05:41:43.203853,4.74
TEL-13702,MV Fleet_05,Bulk Carrier,17.98,5.0,47581,Anchored,2026-07-02 05:56:43.203853,13.28
TEL-13703,MV Fleet_08,LNG Carrier,21.28,7.0,8658,Underway,2026-07-02 06:11:43.203853,18.36
TEL-13704,MV Fleet_07,Container,13.77,9.0,21319,Underway,2026-07-02 06:26:43.203853,16.43
TEL-13705,MV Fleet_14,Container,14.89,1.0,24078,Underway,2026-07-02 06:41:43.203853,5.58
TEL-13706,MV Fleet_03,Tanker,14.55,3.0,41652,Underway,2026-07-02 06:56:43.203853,6.27
TEL-13707,MV Fleet_18,LNG Carrier,14.0,8.0,42548,Underway,2026-07-02 07:11:43.203853,13.64
TEL-13708,MV Fleet_16,Tanker,22.81,6.0,24668,Underway,2026-07-02 07:26:43.203853,14.65
TEL-13709,MV Fleet_19,Container,21.26,5.0,43720,Anchored,2026-07-02 07:41:43.203853,15.16
TEL-13710,MV Fleet_19,Bulk Carrier,9.74,2.0,45285,Anchored,2026-07-02 07:56:43.203853,6.03
TEL-13711,MV Fleet_18,LNG Carrier,9.73,3.0,27546,Underway,2026-07-02 08:11:43.203853,4.28
TEL-13712,MV Fleet_20,Container,14.85,2.0,42874,Underway,2026-07-02 08:26:43.203853,7.17
TEL-13713,MV Fleet_16,Container,9.58,1.0,42165,Anchored,2026-07-02 08:41:43.203853,4.03
TEL-13714,MV Fleet_08,Bulk Carrier,17.91,7.0,33898,Underway,2026-07-02 08:56:43.203853,15.3
TEL-13715,MV Fleet_01,Container,10.3,3.0,34907,Underway,2026-07-02 09:11:43.203853,9.01
TEL-13716,MV Fleet_17,Container,16.36,7.0,34372,Anchored,2026-07-02 09:26:43.203853,12.94
TEL-13717,MV Fleet_12,LNG Carrier,8.12,7.0,19822,Anchored,2026-07-02 09:41:43.203853,11.34
TEL-13718,MV Fleet_11,LNG Carrier,13.07,8.0,24776,Underway,2026-07-02 09:56:43.203853,10.79
TEL-13719,MV Fleet_05,LNG Carrier,18.84,1.0,37406,Underway,2026-07-02 10:11:43.203853,7.9
TEL-13720,MV Fleet_12,Tanker,15.74,5.0,15462,Underway,2026-07-02 10:26:43.203853,10.74
TEL-13721,MV Fleet_17,Bulk Carrier,23.65,9.0,41479,Underway,2026-07-02 10:41:43.203853,19.2
TEL-13722,MV Fleet_06,LNG Carrier,21.99,7.0,39354,Underway,2026-07-02 10:56:43.203853,19.04
TEL-13723,MV Fleet_01,Tanker,13.75,1.0,47174,Underway,2026-07-02 11:11:43.203853,4.71
TEL-13724,MV Fleet_05,Tanker,8.73,8.0,44906,Underway,2026-07-02 11:26:43.203853,13.13
TEL-13725,MV Fleet_14,Bulk Carrier,21.53,3.0,12662,Underway,2026-07-02 11:41:43.203853,13.57
TEL-13726,MV Fleet_05,Bulk Carrier,22.58,4.0,12404,Anchored,2026-07-02 11:56:43.203853,12.83
TEL-13727,MV Fleet_01,Container,21.13,4.0,47605,Underway,2026-07-02 12:11:43.203853,14.12
TEL-13728,MV Fleet_18,Tanker,10.05,8.0,14542,Underway,2026-07-02 12:26:43.203853,15.21
TEL-13729,MV Fleet_16,LNG Carrier,23.97,1.0,20904,Underway,2026-07-02 12:41:43.203853,9.52
TEL-13730,MV Fleet_09,Bulk Carrier,12.14,8.0,32774,Underway,2026-07-02 12:56:43.203853,14.8
TEL-13731,MV Fleet_19,Tanker,19.59,9.0,13556,Underway,2026-07-02 13:11:43.203853,22.31
TEL-13732,MV Fleet_05,LNG Carrier,22.53,9.0,17806,Moored,2026-07-02 13:26:43.203853,19.96
TEL-13733,MV Fleet_02,Tanker,11.77,5.0,47586,Underway,2026-07-02 13:41:43.203853,10.98
TEL-13734,MV Fleet_15,Bulk Carrier,22.53,4.0,19864,Underway,2026-07-02 13:56:43.203853,14.07
TEL-13735,MV Fleet_07,Container,12.95,4.0,35016,Underway,2026-07-02 14:11:43.203853,11.02
TEL-13736,MV Fleet_04,Tanker,23.62,9.0,38749,Underway,2026-07-02 14:26:43.203853,22.09
TEL-13737,MV Fleet_01,LNG Carrier,12.5,8.0,47996,Underway,2026-07-02 14:41:43.203853,15.96
TEL-13738,MV Fleet_13,Bulk Carrier,23.25,7.0,41320,Underway,2026-07-02 14:56:43.203853,16.51
TEL-13739,MV Fleet_20,Container,8.86,3.0,22305,Underway,2026-07-02 15:11:43.203853,2.92
TEL-13740,MV Fleet_07,LNG Carrier,19.35,4.0,16938,Underway,2026-07-02 15:26:43.203853,10.58
TEL-13741,MV Fleet_15,LNG Carrier,16.51,9.0,21318,Underway,2026-07-02 15:41:43.203853,17.54
TEL-13742,MV Fleet_14,LNG Carrier,15.65,8.0,25379,Underway,2026-07-02 15:56:43.203853,15.76
TEL-13743,MV Fleet_19,Tanker,11.58,1.0,42820,Underway,2026-07-02 16:11:43.203853,5.71
TEL-13744,MV Fleet_20,Bulk Carrier,19.29,3.0,10406,Anchored,2026-07-02 16:26:43.203853,10.04
TEL-13745,MV Fleet_18,LNG Carrier,11.05,2.0,25661,Underway,2026-07-02 16:41:43.203853,5.41
TEL-13746,MV Fleet_10,Tanker,16.85,2.0,22858,Anchored,2026-07-02 16:56:43.203853,8.08
TEL-13747,MV Fleet_09,Bulk Carrier,12.05,8.0,35816,Underway,2026-07-02 17:11:43.203853,13.81
TEL-13748,MV Fleet_08,Bulk Carrier,23.29,6.0,17850,Underway,2026-07-02 17:26:43.203853,17.41
TEL-13749,MV Fleet_10,Tanker,8.46,6.0,17601,Underway,2026-07-02 17:41:43.203853,12.09
TEL-13750,MV Fleet_17,Tanker,11.2,4.0,44866,Underway,2026-07-02 17:56:43.203853,8.88
TEL-13751,MV Fleet_02,LNG Carrier,11.88,1.0,31644,Underway,2026-07-02 18:11:43.203853,5.08
TEL-13752,MV Fleet_06,Bulk Carrier,14.63,7.0,32428,Underway,2026-07-02 18:26:43.203853,14.83
TEL-13753,MV Fleet_05,Container,11.72,8.0,44487,Anchored,2026-07-02 18:41:43.203853,17.1
TEL-13754,MV Fleet_09,Tanker,15.86,2.0,46362,Underway,2026-07-02 18:56:43.203853,5.81
TEL-13755,MV Fleet_05,Bulk Carrier,21.96,2.0,38380,Underway,2026-07-02 19:11:43.203853,14.39
TEL-13756,MV Fleet_18,Bulk Carrier,19.39,1.0,12286,Underway,2026-07-02 19:26:43.203853,9.17
TEL-13757,MV Fleet_20,LNG Carrier,17.28,4.0,15068,Underway,2026-07-02 19:41:43.203853,12.85
TEL-13758,MV Fleet_09,Container,9.42,6.0,14805,Anchored,2026-07-02 19:56:43.203853,12.78
TEL-13759,MV Fleet_17,LNG Carrier,19.1,5.0,8017,Moored,2026-07-02 20:11:43.203853,15.08
TEL-13760,MV Fleet_17,Container,10.66,4.0,26172,Underway,2026-07-02 20:26:43.203853,6.3
TEL-13761,MV Fleet_12,Container,20.58,4.0,14926,Underway,2026-07-02 20:41:43.203853,11.14
TEL-13762,MV Fleet_07,Tanker,12.0,7.0,49508,Anchored,2026-07-02 20:56:43.203853,14.28
TEL-13763,MV Fleet_03,Bulk Carrier,14.67,7.0,28486,Underway,2026-07-02 21:11:43.203853,15.21
TEL-13764,MV Fleet_10,Bulk Carrier,13.61,2.0,35397,Underway,2026-07-02 21:26:43.203853,7.71
TEL-13765,MV Fleet_02,Bulk Carrier,21.74,7.0,34511,Moored,2026-07-02 21:41:43.203853,18.08
TEL-13766,MV Fleet_03,Container,10.02,2.0,48340,Underway,2026-07-02 21:56:43.203853,3.04
TEL-13767,MV Fleet_16,Bulk Carrier,17.05,4.0,15002,Underway,2026-07-02 22:11:43.203853,10.8
TEL-13768,MV Fleet_02,Tanker,10.27,1.0,8201,Anchored,2026-07-02 22:26:43.203853,4.71
TEL-13769,MV Fleet_10,Container,19.28,5.0,38520,Moored,2026-07-02 22:41:43.203853,13.24
TEL-13770,MV Fleet_06,Container,22.48,1.0,32048,Underway,2026-07-02 22:56:43.203853,9.44
TEL-13771,MV Fleet_11,Container,14.95,4.0,35130,Underway,2026-07-02 23:11:43.203853,10.02
TEL-13772,MV Fleet_07,Container,15.81,9.0,45324,Moored,2026-07-02 23:26:43.203853,17.08
TEL-13773,MV Fleet_15,Tanker,22.84,,6341,Moored,2026-07-02 23:41:43.203853,18.94
TEL-13774,MV Fleet_06,Bulk Carrier,16.34,6.0,18981,Moored,2026-07-02 23:56:43.203853,16.78
TEL-13775,MV Fleet_20,Tanker,15.8,8.0,13696,Underway,2026-07-03 00:11:43.203853,18.7
TEL-13776,MV Fleet_09,Bulk Carrier,17.25,5.0,19525,Anchored,2026-07-03 00:26:43.203853,14.17
TEL-13777,MV Fleet_20,Tanker,19.03,7.0,31545,Underway,2026-07-03 00:41:43.203853,17.11
TEL-13778,MV Fleet_12,LNG Carrier,9.71,8.0,33625,Underway,2026-07-03 00:56:43.203853,12.4
TEL-13779,MV Fleet_19,LNG Carrier,21.14,7.0,10565,Underway,2026-07-03 01:11:43.203853,18.99
TEL-13780,MV Fleet_20,LNG Carrier,14.97,4.0,19947,Underway,2026-07-03 01:26:43.203853,11.65
TEL-13781,MV Fleet_03,LNG Carrier,9.16,5.0,35077,Anchored,2026-07-03 01:41:43.203853,8.71
TEL-13782,MV Fleet_15,Container,20.58,6.0,45698,Anchored,2026-07-03 01:56:43.203853,14.24
TEL-13783,MV Fleet_02,Container,14.03,6.0,11517,Underway,2026-07-03 02:11:43.203853,13.21
TEL-13784,MV Fleet_02,Tanker,9.61,9.0,19287,Underway,2026-07-03 02:26:43.203853,16.98
TEL-13785,MV Fleet_03,Tanker,18.14,2.0,16829,Underway,2026-07-03 02:41:43.203853,7.56
TEL-13786,MV Fleet_06,LNG Carrier,22.08,6.0,7422,Anchored,2026-07-03 02:56:43.203853,17.5
TEL-13787,MV Fleet_15,Bulk Carrier,22.2,3.0,34060,Underway,2026-07-03 03:11:43.203853,10.92
TEL-13788,MV Fleet_10,LNG Carrier,23.32,2.0,46633,Underway,2026-07-03 03:26:43.203853,9.75
TEL-13789,MV Fleet_09,Tanker,21.88,6.0,10985,Underway,2026-07-03 03:41:43.203853,16.9
TEL-13790,MV Fleet_01,LNG Carrier,8.03,4.0,44715,Moored,2026-07-03 03:56:43.203853,6.16
TEL-13791,MV Fleet_16,Tanker,14.08,5.0,18790,Underway,2026-07-03 04:11:43.203853,11.73
TEL-13792,MV Fleet_06,LNG Carrier,21.1,5.0,30168,Underway,2026-07-03 04:26:43.203853,12.21
TEL-13793,MV Fleet_09,Bulk Carrier,13.86,3.0,29019,Moored,2026-07-03 04:41:43.203853,6.71
TEL-13794,MV Fleet_04,LNG Carrier,17.62,4.0,48739,Underway,2026-07-03 04:56:43.203853,12.79
TEL-13795,MV Fleet_02,Bulk Carrier,17.7,3.0,8668,Underway,2026-07-03 05:11:43.203853,10.83
TEL-13796,MV Fleet_04,Bulk Carrier,13.84,7.0,15744,Underway,2026-07-03 05:26:43.203853,14.61
TEL-13797,MV Fleet_01,Tanker,22.47,1.0,33754,Anchored,2026-07-03 05:41:43.203853,8.77
TEL-13798,MV Fleet_19,Bulk Carrier,16.05,6.0,24522,Underway,2026-07-03 05:56:43.203853,13.5
TEL-13799,MV Fleet_10,Container,15.44,4.0,9509,Underway,2026-07-03 06:11:43.203853,9.86
TEL-13800,MV Fleet_15,Container,23.96,1.0,7500,Underway,2026-07-03 06:26:43.203853,13.86
TEL-13801,MV Fleet_19,Container,15.9,1.0,14904,Moored,2026-07-03 06:41:43.203853,6.38
TEL-13802,MV Fleet_16,Tanker,10.85,5.0,31921,Underway,2026-07-03 06:56:43.203853,8.65
TEL-13803,MV Fleet_04,Container,16.21,5.0,21683,Underway,2026-07-03 07:11:43.203853,11.94
TEL-13804,MV Fleet_02,Tanker,21.02,7.0,17416,Underway,2026-07-03 07:26:43.203853,15.07
TEL-13805,MV Fleet_13,Tanker,20.43,4.0,19833,Underway,2026-07-03 07:41:43.203853,9.9
TEL-13806,MV Fleet_01,Container,20.62,9.0,23290,Underway,2026-07-03 07:56:43.203853,22.55
TEL-13807,MV Fleet_17,Bulk Carrier,19.33,4.0,40253,Anchored,2026-07-03 08:11:43.203853,12.56
TEL-13808,MV Fleet_13,LNG Carrier,12.07,7.0,19003,Anchored,2026-07-03 08:26:43.203853,12.58
TEL-13809,MV Fleet_04,Tanker,21.79,5.0,45227,Underway,2026-07-03 08:41:43.203853,15.0
TEL-13810,MV Fleet_07,Container,22.3,5.0,11120,Underway,2026-07-03 08:56:43.203853,15.18
TEL-13811,MV Fleet_17,Tanker,11.11,6.0,46253,Underway,2026-07-03 09:11:43.203853,11.5
TEL-13812,MV Fleet_09,Bulk Carrier,10.09,8.0,19251,Underway,2026-07-03 09:26:43.203853,15.76
TEL-13813,MV Fleet_04,Bulk Carrier,23.61,5.0,27486,Underway,2026-07-03 09:41:43.203853,16.94
TEL-13814,MV Fleet_19,Container,21.89,3.0,33334,Moored,2026-07-03 09:56:43.203853,11.48
TEL-13815,MV Fleet_01,Tanker,22.29,6.0,11172,Anchored,2026-07-03 10:11:43.203853,14.21
TEL-13816,MV Fleet_10,LNG Carrier,22.18,2.0,27706,Underway,2026-07-03 10:26:43.203853,9.26
TEL-13817,MV Fleet_04,LNG Carrier,16.67,8.0,23472,Underway,2026-07-03 10:41:43.203853,17.92
TEL-13818,MV Fleet_09,Tanker,18.34,8.0,26695,Underway,2026-07-03 10:56:43.203853,19.96
TEL-13819,MV Fleet_13,Tanker,16.73,3.0,44255,Anchored,2026-07-03 11:11:43.203853,7.99
TEL-13820,MV Fleet_14,Tanker,8.82,8.0,47732,Underway,2026-07-03 11:26:43.203853,12.08
TEL-13821,MV Fleet_10,Container,19.93,9.0,16055,Underway,2026-07-03 11:41:43.203853,19.33
TEL-13822,MV Fleet_06,Bulk Carrier,16.09,5.0,37716,Underway,2026-07-03 11:56:43.203853,14.68
TEL-13823,MV Fleet_16,LNG Carrier,18.36,5.0,11880,Moored,2026-07-03 12:11:43.203853,13.35
TEL-13824,MV Fleet_06,Container,16.04,6.0,33949,Anchored,2026-07-03 12:26:43.203853,12.33
TEL-13825,MV Fleet_17,Tanker,15.87,7.0,24810,Underway,2026-07-03 12:41:43.203853,14.35
TEL-13826,MV Fleet_10,Tanker,10.75,3.0,5528,Underway,2026-07-03 12:56:43.203853,5.97
TEL-13827,MV Fleet_18,Bulk Carrier,12.46,5.0,48093,Underway,2026-07-03 13:11:43.203853,11.47
TEL-13828,MV Fleet_18,Tanker,10.54,1.0,23308,Anchored,2026-07-03 13:26:43.203853,6.62
TEL-13829,MV Fleet_03,Container,11.13,5.0,27844,Anchored,2026-07-03 13:41:43.203853,10.1
TEL-13830,MV Fleet_20,Container,23.57,4.0,27360,Underway,2026-07-03 13:56:43.203853,16.25
TEL-13831,MV Fleet_15,Bulk Carrier,10.45,1.0,27405,Underway,2026-07-03 14:11:43.203853,1.64
TEL-13832,MV Fleet_15,Container,12.31,7.0,22246,Underway,2026-07-03 14:26:43.203853,16.87
TEL-13833,MV Fleet_04,LNG Carrier,17.45,1.0,32792,Underway,2026-07-03 14:41:43.203853,4.66
TEL-13834,MV Fleet_09,Container,17.76,8.0,48322,Underway,2026-07-03 14:56:43.203853,19.14
TEL-13835,MV Fleet_19,Container,10.46,2.0,25704,Underway,2026-07-03 15:11:43.203853,5.67
TEL-13836,MV Fleet_17,Container,20.7,5.0,35589,Underway,2026-07-03 15:26:43.203853,12.52
TEL-13837,MV Fleet_11,LNG Carrier,20.56,6.0,27436,Underway,2026-07-03 15:41:43.203853,17.08
